station,title,pfm,ft,日付,開始時間,to,終了時間,dur,image,filename抽出,filename
TBSラジオ,SMBCモビット presents 竹中直人 ～月夜の蟹～,竹中直人/堀井美香,20200209193000,209,1930,20200209200000,2000,1800,https://radiko.jp/res/program/DEFAULT_IMAGE/TBS/b6iilwj2ec.jpg,b6iilwj2ec.jpg,b6iilwj2ec.jpg
TBSラジオ,ラジオ寄席,,20200209200000,209,2000,20200209205500,2055,3300,https://radiko.jp/res/program/DEFAULT_IMAGE/TBS/r7f3qkxf9g.jpg,r7f3qkxf9g.jpg,r7f3qkxf9g.jpg
TBSラジオ,ニュース・天気予報,,20200209205500,209,2055,20200209210000,2100,300,https://radiko.jp/res/program/DEFAULT_IMAGE/TBS/3cd30990-b9f5-4080-84fa-cc215e99aa94.jpeg,3cd30990-b9f5-4080-84fa-cc215e99aa94.jpeg,3cd30990-b9f5-4080-84fa-cc215e99aa94.jpeg
TBSラジオ,聖教新聞 presents ラジオシアター～文学の扉,中嶋朋子,20200209210000,209,2100,20200209213000,2130,1800,https://radiko.jp/res/program/DEFAULT_IMAGE/TBS/y2qjaim8ah.jpg,y2qjaim8ah.jpg,y2qjaim8ah.jpg
TBSラジオ,嶌信彦 人生百景「志の人たち」,嶌信彦/安田佑子（フリーアナウンサー）　　ゲスト：土井善晴,20200209213000,209,2130,20200209220000,2200,1800,https://radiko.jp/res/program/DEFAULT_IMAGE/TBS/a7acdoolq6.jpg,a7acdoolq6.jpg,a7acdoolq6.jpg
TBSラジオ,井上芳雄 by MYSELF,井上芳雄,20200209220000,209,2200,20200209223000,2230,1800,https://radiko.jp/res/program/DEFAULT_IMAGE/TBS/1x6a4l0c0s.jpg,1x6a4l0c0s.jpg,1x6a4l0c0s.jpg
TBSラジオ,今晩は 吉永小百合です,吉永小百合,20200209223000,209,2230,20200209230000,2300,1800,https://radiko.jp/res/program/DEFAULT_IMAGE/TBS/u8s0h6ulvh.jpg,u8s0h6ulvh.jpg,u8s0h6ulvh.jpg
TBSラジオ,サンスター 文化の泉 ラジオで語る昭和の文化,中村メイコ/内藤裕子　　ゲスト：服部隆之,20200209230000,209,2300,20200210000000,0,3600,https://radiko.jp/res/program/DEFAULT_IMAGE/TBS/qf7zxifanl.jpg,qf7zxifanl.jpg,qf7zxifanl.jpg
TBSラジオ,林原めぐみのTokyo Boogie Night,林原めぐみ,20200210000000,210,0,20200210003000,30,1800,https://radiko.jp/res/program/DEFAULT_IMAGE/TBS/xqmj3brwu6.jpg,xqmj3brwu6.jpg,xqmj3brwu6.jpg
TBSラジオ,高見沢俊彦のロックばん,高見沢俊彦,20200210003000,210,30,20200210010000,100,1800,https://radiko.jp/res/program/DEFAULT_IMAGE/TBS/yqzdf8k3zl.jpg,yqzdf8k3zl.jpg,yqzdf8k3zl.jpg
TBSラジオ,放送休止,,20200210010000,210,100,20200210040000,400,10800,https://radiko.jp/res/program/DEFAULT_IMAGE/TBS/3cd30990-b9f5-4080-84fa-cc215e99aa94.jpeg,3cd30990-b9f5-4080-84fa-cc215e99aa94.jpeg,3cd30990-b9f5-4080-84fa-cc215e99aa94.jpeg
TBSラジオ,オーディナリーミュージック,カジヒデキ　　ゲスト：山田稔明（GOMES THE HITMAN）,20200210040000,210,400,20200210050000,500,3600,https://radiko.jp/res/program/DEFAULT_IMAGE/TBS/4do03cugwz.jpg,4do03cugwz.jpg,4do03cugwz.jpg
